"Ad report (Mar 14, 2014-Oct 19, 2014)",,,,,,,,,,,,,,,,,,,,,,,
Ad state,Ad,Description line 1,Description line 2,Display URL,Destination URL,Campaign,Ad group,Status,Clicks,Impressions,CTR,Avg. CPC,Cost,Avg. position,Ad ID,SU,FTE ,FTC,Imp-SU,Clicks-SU,Click-FTC,FTE Conversion%,FTC Conversion%
enabled,Send eNewsletter Campaign,Create and Send Email Newsletter,Campaigns. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,eNewsletter Campaign,approved,0,5,0.00%,0,0,1.8,39301573417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send & Track Newsletters,Trusted by 600k+ for Engaging Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Newsletters - Nonbrand - Broad Mod,approved,2,458,0.44%,8.84,17.67,5.6,39147852337,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Mass Email Blast Software,Trusted by 600k+ for Mass Email,Blasts Since 2001. Simple & Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Blast Software - Mass,approved,0,1,0.00%,0,0,1,39147797617,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Email Marketing Software,"Build, Send & Track Email Marketing",Newsletters & Campaigns. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing Software - Nonbrand - Exact,approved,0,0,0.00%,0,0,0,39147768337,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Business Email Newsletter,Create and Send Business Email,Campaigns & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Newsletter - Business,approved,2,158,1.27%,7.4,14.81,3.3,39148102177,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Email Newsletter Blast,Trusted by 600k+ for Engaging Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Blast,approved,0,2,0.00%,0,0,1,39301837417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Newsletter Templates,Simple Drag & Drop Email Newsletter,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Newsletter Template - Cheap,approved,0,0,0.00%,0,0,0,39301425937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Templates,Create Emails w/ Ease. Drag & Drop,Templates Look Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,free email templates,approved,125,2211,5.65%,4.2,525.19,2.5,39148081417,33,1,#N/A,,26.40%,#N/A,3.03%,#N/A
enabled,Free Mass Email Software,Create & Send Emails w/ Ease. Looks,Great On Any Device & It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Software - Mass,approved,9,176,5.11%,4.53,40.81,2.5,39301499137,1,#N/A,#N/A,0.57%,11.11%,#N/A,#N/A,#N/A
enabled,HTML Email Blast Software,Easy to Use Email Blast Software,w/ Social Media Sharing Capability!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Blast Software - HTML,approved,0,1,0.00%,0,0,2,39148068217,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Newsletter Templates,"Email Templates, Easy Drag & Drop",Email Creator. Simple and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Newsletter Template,approved,815,8518,9.57%,1.66,1352.58,1.4,39148844737,118,5,#N/A,1.39%,14.48%,#N/A,4.24%,#N/A
enabled,HTML Newsletter Software,"Design, Send & Track HTML Email",Newsletters. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Newsletter Software - HTML,approved,1,1,100.00%,6.68,6.68,2,39301355497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send eNewsletters Free,Email Newsletters Get Results. No,Contracts. Free Templates. Try Us!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,eNewsletter Marketing,approved,0,10,0.00%,0,0,2.3,39301682617,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Email Newsletter Blast,Email Newsletters Get Results. No,Contracts. Free Templates. Try Us!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Blast,approved,0,0,0.00%,0,0,0,39301837297,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Create & Send Email Blast,"Design, Send & Track Bulk Email",Blasts. Easy to Use and It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Blast - Free,approved,0,1,0.00%,0,0,3,39148271497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Newsletter Templates,Trusted by 600k+ for Newsletter,Templates Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Newsletter Template - Cheap,approved,0,0,0.00%,0,0,0,39301572697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Newsletter Blast,"Design, Send & Track your Email",Newsletters. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Blast,approved,0,0,0.00%,0,0,0,39301837177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Try Email Advertising $0,Email Advertising Gets Results. See,How it Increases ROI - Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Advertising,approved,12,489,2.45%,7.8,93.59,1.4,39148257937,2,#N/A,#N/A,0.41%,16.67%,#N/A,#N/A,#N/A
enabled,Drag & Drop Newsletter,Easily Create Newsletter Blasts,w/ our Free Professional Templates.,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Blast,approved,0,0,0.00%,0,0,0,39301836937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Drag & Drop Newsletter,Create & Send Email Newsletter,Blasts. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Blast,approved,0,2,0.00%,0,0,1,39301837057,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,HTML Newsletter Software,Free HTML Newsletter Software,w/ Helpful Reporting & Statistics!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Newsletter Software - HTML,approved,0,16,0.00%,0,0,1.7,39301482817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free & Easy Bulk Emailer,Send Bulk Email w/ Ease. Looks,Great On Any Device & It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Emailer - Bulk,approved,1,15,6.67%,4.86,4.86,1.4,39301575217,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send Email Flyers Free,Quickly Create & Send Email Flyers.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Flyer - Phrase,approved,7,839,0.83%,0.78,5.47,7.6,39148139017,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free HTML Email Service,Easy to Use Email Campaign Service,w/ Helpful Reporting & Statistics!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Service - Nonbrand - Broad Mod,approved,1,220,0.45%,6.77,6.77,2.3,39301368697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Newsletter Sign Up Forms,Easily Capture Leads For Your Email,w/ Free Customizable Sign Up Forms!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - AU,Newsletter Sign Up Form,approved,1,24,4.17%,4.28,4.28,1.1,40497340777,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Newsletter Software,Easy to Use Newsletter Software,w/ Helpful Reporting & Statistics!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Newsletter Template Software,approved,0,7,0.00%,0,0,1.4,39301512577,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Blast Software,"Design, Send & Track Bulk Email",Blasts. Easy to Use and It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Blast Software - Free,approved,0,0,0.00%,0,0,0,39148161337,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Start a Email Newsletter,"Free Templates, Easy Drag & Drop",Email Newsletter Creator. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Newsletter Creator - Free,approved,2,19,10.53%,4.8,9.6,2.1,39148606297,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send HTML Email Free,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email - HTML - Nonbrand - Exact,approved,0,89,0.00%,0,0,1.8,39149064217,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Mass Email Sender,Send Emails w/ Ease. Drag & Drop,Templates Look Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Sender - Mass,approved,2,37,5.41%,6.34,12.67,1.1,39301438657,2,1,1,5.41%,100.00%,50.00%,50.00%,100.00%
enabled,Best Free Email Templates,Create Emails w/ Ease. Drag & Drop,Templates Look Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Template - Best,approved,7,90,7.78%,1,7.02,1.9,39148812097,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send Newsletter Campaigns,Trusted by 600k+ for Engaging Email,Campaigns Since 2001. Sign Up Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Campaign,approved,4,208,1.92%,1.92,7.7,2.5,39301773937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free HTML Email Service,Create Emails w/ Ease. Drag & Drop,Templates Look Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Service - Nonbrand - Phrase,approved,2,200,1.00%,3.44,6.87,3.7,39301361737,1,#N/A,#N/A,0.50%,50.00%,#N/A,#N/A,#N/A
enabled,Send Newsletter Campaigns,Easily Create Engaging Newsletters,w/ our Free Professional Templates.,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Campaign,approved,0,12,0.00%,0,0,2.3,39301773817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Custom Sign Up Forms,Easily Capture Online Leads w/ Free,Customizable Sign Up Forms. Try Us!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - ROW,Sign Up Form - Free,approved,2,28,7.14%,2.18,4.36,1.4,40497384937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Newsletter Tracking,"Create, Send & Track Newsletters.",Drag & Drop Creator. Use Us Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Newsletter Tracking - Free,approved,0,0,0.00%,0,0,0,39294415177,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Send & Track Newsletters,Build Email Newsletter. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Newsletter - Free - Nonbrand - Phrase,approved,0,101,0.00%,0,0,2.5,39149009857,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Send Newsletter Campaigns,Email Newsletters Get Results. Drag,& Drop Email Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Campaign,approved,0,14,0.00%,0,0,2.1,39301774057,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,Create & Send Emails w/ Ease. Looks,Great On Any Device & It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Software - Bulk,approved,9,76,11.84%,8.83,79.46,1.4,39301433257,2,#N/A,#N/A,2.63%,22.22%,#N/A,#N/A,#N/A
enabled,Email Campaign Software,Email Marketing Gets Results. Drag,& Drop Email Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Marketing Campaign Software,approved,0,3,0.00%,0,0,5,39148890097,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free HTML Email Marketing,Easily Create Stunning HTML Emails.,Drag & Drop. No Expertise Needed!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Marketing - HTML - Free,approved,2,17,11.76%,3.5,7.01,1.2,39148249057,2,#N/A,#N/A,11.76%,100.00%,#N/A,#N/A,#N/A
enabled,Free Sign Up Form Creator,Easily Create Online Sign Up Forms,"for Your Site, Newsletter or Blog.",VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - AU,Sign Up Form - Create - Free,approved,0,0,0.00%,0,0,0,40497350857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Marketing Company,"Create, Send & Track Mass Email",Campaigns & Newsletters. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing Company - Best,approved,1,62,1.61%,22.54,22.54,4.7,39147921217,1,#N/A,#N/A,,100.00%,#N/A,#N/A,#N/A
enabled,Send Newsletters Free,Newsletter Marketing Works. See,How it Increases ROI - Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Newsletter Marketing,approved,1,179,0.56%,11.11,11.11,2,39301459417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Mass Email Marketing,Email Marketing Gets Results. Drag,& Drop Email Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Marketing - Mass,approved,0,8,0.00%,0,0,1.1,39148409857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send Newsletter Campaigns,"Create, Send & Track Newsletters.",Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Campaign,approved,0,11,0.00%,0,0,2,39301774177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send Newsletter Campaigns,Newsletters Made Easy. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Campaign,approved,0,10,0.00%,0,0,2.4,39301774297,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Newsletter Software,"Create, Send & Track Newsletters.",Drag & Drop Creator. Use Us Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Newsletter Software - Free,approved,52,954,5.45%,13.7,712.25,2.1,39294317377,13,1,#N/A,,25.00%,#N/A,7.69%,#N/A
enabled,Free Custom Sign Up Forms,Easily Create Sign Up Forms for,"Your Site, Newsletter or Blog Free!",VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - CA,Sign Up Form - Free,approved,0,3,0.00%,0,0,1.7,40497416977,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Email Advertising Company,Trusted by 600k+ for Reliable Email,Advertising Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Advertising Company,approved,5,164,3.05%,12.46,62.29,2.3,39148003057,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Mass Email Newsletter,"Design, Send & Track Mass Email",Newsletters. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Newsletter - Mass,approved,0,64,0.00%,0,0,2.1,39147986737,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Online Sign Up Forms,Easily Capture Online Leads w/ Free,Customizable Sign Up Forms. Try Us!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - CA,Online Sign Up Form - Free,approved,0,2,0.00%,0,0,2,40497409297,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Send Mass Email Free,"Free Templates, Easy Drag & Drop",Mass Email Creator. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email - Mass - Best,approved,1,38,2.63%,1.92,1.92,1.8,39148913377,1,#N/A,#N/A,2.63%,100.00%,#N/A,#N/A,#N/A
enabled,Send Newsletter Campaigns,Create and Send Email Newsletter,Campaigns. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Campaign,approved,1,184,0.54%,3.34,3.34,1.8,39301773697,1,#N/A,#N/A,0.54%,100.00%,#N/A,#N/A,#N/A
enabled,Free Mass Email Creator,Quickly Create Professional Emails.,Drag & Drop. No Expertise Needed!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email - Mass - Best,approved,2,32,6.25%,2.88,5.75,1.9,39148913137,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free HTML Email Templates,Create Impressive Email Newsletters,in Minutes. Free Template Designs!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Template - HTML - Free,approved,73,1388,5.26%,7.91,577.16,2.1,39148039417,18,1,#N/A,,24.66%,#N/A,5.56%,#N/A
enabled,Email Marketing Campaign,Email Marketing Gets Results. See,How it Increases ROI - Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing Campaign - Cheap,approved,0,0,0.00%,0,0,0,39148015417,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Easy Sign Up Form Creator,Easily Capture Online Leads w/ Free,Customizable Sign Up Forms. Try Us!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - AU,Online Sign Up Form Builder,approved,0,0,0.00%,0,0,0,40497346057,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send Newsletter Campaigns,Newsletters Made Easy. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Campaign - Free,approved,0,2,0.00%,0,0,3.5,39301816537,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Marketing Blasts $0,Email Marketing Gets Results. See,How it Increases ROI - Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Marketing Blast,approved,0,0,0.00%,0,0,0,39148533097,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send Newsletter Campaigns,Create and Send Email Newsletter,Campaigns. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Campaign - Free,approved,1,13,7.69%,4.39,4.39,2.1,39301815937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Mass Email Software,Simple Mass Email Campaign Software,w/ Helpful Reporting & Statistics!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Software - Mass,approved,13,170,7.65%,2.74,35.6,2.5,39301499617,4,#N/A,#N/A,2.35%,30.77%,#N/A,#N/A,#N/A
enabled,Free Email Templates,"Free Email Templates, Easy Drag &",Drop Email Creator. No HTML Coding!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Template - Nonbrand - Exact,approved,38,604,6.29%,2.5,95.06,2.2,39148431217,5,#N/A,#N/A,0.83%,13.16%,#N/A,#N/A,#N/A
enabled,Free HTML Email Campaigns,Quickly Create Professional Emails.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Campaign - HTML - Free,approved,0,1,0.00%,0,0,1,39148820377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Marketing Campaign,"Build, Send & Track Email Marketing",Campaigns. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing Newsletter,approved,6,171,3.51%,18.32,109.94,4.8,39147773737,1,#N/A,#N/A,,16.67%,#N/A,#N/A,#N/A
enabled,Become an Email Marketer,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Marketer,approved,3,98,3.06%,4.46,13.37,3.5,39148838257,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,Create Emails w/ Ease. Drag & Drop,Templates Look Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Software - Bulk,approved,0,11,0.00%,0,0,1.1,39301433617,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Service,Trusted by 600k+ for Bulk Email,Campaigns Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Service - Bulk,approved,1,13,7.69%,15.12,15.12,1.2,39301427977,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send Newsletter Campaigns,Email Newsletters Get Results. Drag,& Drop Email Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Campaign - Free,approved,0,1,0.00%,0,0,4,39301816297,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Marketing Software,"Email Templates, Easy Drag & Drop",Email Creator. Simple and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Marketing Software - Nonbrand - Exact,approved,1,65,1.54%,11.77,11.77,4.7,39149323297,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Mass Email Software,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Software - Mass,approved,11,169,6.51%,2.22,24.39,2.6,39301499377,2,#N/A,#N/A,1.18%,18.18%,#N/A,#N/A,#N/A
enabled,Send Newsletter Campaigns,Easily Create Engaging Newsletters,w/ our Free Professional Templates.,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Campaign - Free,approved,0,0,0.00%,0,0,0,39301816057,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,HTML Newsletter Templates,"Email Templates, Easy Drag & Drop",Email Creator. Simple and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Newsletter Template - HTML,approved,16,192,8.33%,5.6,89.54,1.2,39301358017,4,#N/A,#N/A,2.08%,25.00%,#N/A,#N/A,#N/A
enabled,Send Newsletter Campaigns,"Create, Send & Track Newsletters.",Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Campaign - Free,approved,0,0,0.00%,0,0,0,39301816417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Mass Email Software,Create Emails w/ Ease. Drag & Drop,Templates Look Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Software - Mass,approved,5,63,7.94%,8.85,44.26,1.4,39301469137,1,#N/A,#N/A,1.59%,20.00%,#N/A,#N/A,#N/A
enabled,Drag & Drop Email Creator,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Creator - HTML - Exact,approved,0,27,0.00%,0,0,2.9,39148753777,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Online Sign Up Forms,Easily Capture Online Leads w/ Free,Customizable Sign Up Forms. Try Us!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - ROW,Online Sign Up Form - Free,approved,0,0,0.00%,0,0,0,40497377377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Mass eNewsletter Software,Trusted by 600k+ for Mass Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,eNewsletter Software - Mass,approved,0,0,0.00%,0,0,0,39301708417,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Sign Up Form Templates,Create Stunning Forms in Minutes w/,Professionally Designed Templates!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - ROW,Online Sign Up Form Template,approved,0,0,0.00%,0,0,0,40497380977,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Mass Email Software,Create & Send Mass Email Campaigns.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Software - Mass,approved,9,153,5.88%,4.81,43.25,2.5,39301499017,3,1,1,1.96%,33.33%,11.11%,33.33%,100.00%
enabled,Email Newsletter Creator,"Design, Send & Track your Email",Newsletters. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Newsletter Creator - Free,approved,0,2,0.00%,0,0,1.5,39148338097,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send Newsletter Campaigns,Trusted by 600k+ for Engaging Email,Campaigns Since 2001. Sign Up Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Newsletter Campaign - Free,approved,0,0,0.00%,0,0,0,39301816177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Sign Up Form Creator,Easiest Way to Create Sign Up Forms,"for Your Site, Newsletter or Blog.",VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - CA,Online Sign Up Form Creator - Free,approved,0,0,0.00%,0,0,0,40497411937,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Easy Sign Up Form Creator,Easily Create Sign Up Form For Your,Newsletter & Start Capturing Leads!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - AU,Newsletter Sign Up Form Creator,approved,0,0,0.00%,0,0,0,40497342217,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Mass Campaign Software,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Campaign Software - Mass,approved,0,4,0.00%,0,0,2,39147861337,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
